age,annual_income,credit_score,number_of_dependents,years_employed,vehicle_value,annual_premium,monthly_expenses,savings_amount,loan_amount,number_of_policies,vehicle_ownership_duration,customer_since_years,policy_renewal_count,gender,marital_status,education_level,job_title,region,policy_type,employment_type,payment_frequency,communication_preference,relationship_to_policyholder,health_status,driving_record,home_ownership,risk_appetite,credit_utilization_band,owns_vehicle,has_children,has_previous_claims,is_smoker,is_diabetic,owns_multiple_policies,has_health_insurance,is_student,has_loyalty_discount,attended_defensive_driving,claim_status
42,67008.07,658.0,3,23,-11837.69,1417.05,2026.46,19909.47,-5154.45,2,16,3,2,Female,Widowed,PhD,Clinical biochemist,South,Third Party,Retired,Monthly,SMS,Child,Good,Average,Mortgage,Medium,High,1,1,0,1,0,0,1,1,0,1,0
35,62880.43,,1,2,31190.32,1661.21,2300.59,18620.39,15716.95,3,1,3,3,Male,Widowed,High School,Chiropractor,Central,Third Party,Self-Employed,Quarterly,SMS,Other,Fair,Very Bad,Renter,High,Low,1,1,1,1,0,1,0,1,1,1,0
36,87053.42,681.0,4,3,25634.1,639.19,2106.18,21123.03,20321.63,1,1,8,0,Male,Married,High School,Sales executive,West,Personal Injury,Salaried,Monthly,Email,Self,Poor,Very Bad,Living with Family,Medium,Low,1,1,0,1,1,1,0,1,0,1,0
53,75354.55,726.0,2,5,19986.16,1288.14,2103.0,25600.83,3232.15,4,9,8,0,Other,Married,None,Barista,North,Third Party,Self-Employed,Monthly,Email,Self,Good,Very Bad,Owner,Medium,Medium,1,1,1,1,0,0,1,1,0,1,1
27,72833.1,645.0,2,18,28961.71,1963.47,2032.52,14527.2,163.92,4,18,9,4,Female,Married,Bachelor,Television/film/video producer,South,Third Party,Student,Monthly,SMS,Parent,Fair,Bad,Owner,Medium,Medium,1,0,0,0,0,0,0,1,0,1,0
50,69870.42,661.0,1,25,27184.93,1018.31,3048.0,43206.22,13274.05,3,9,4,3,Female,Single,Bachelor,"Accountant, chartered",South,Comprehensive,Salaried,Quarterly,SMS,Self,Poor,Excellent,Mortgage,Low,Very High,1,1,0,0,0,0,0,1,0,1,0
72,71740.45,604.0,2,24,5407.01,1142.78,3037.69,19486.86,18960.72,2,1,5,0,Male,Single,High School,Legal secretary,South,Third Party,Student,Yearly,Phone,Parent,Fair,Bad,Living with Family,Medium,Low,0,0,0,0,1,0,0,1,1,1,1
67,84856.53,729.0,3,24,10260.79,1189.62,3221.9,18981.54,6236.04,4,19,5,1,Male,Divorced,Bachelor,Teaching laboratory technician,West,Third Party,Salaried,Yearly,Phone,Other,Fair,Good,Living with Family,Low,Medium,0,0,0,1,0,0,0,1,1,0,0
22,53734.97,603.0,2,9,15193.18,1077.45,3391.27,18908.59,19784.16,4,5,1,2,Female,Single,Master,Science writer,North,Third Party,Self-Employed,Yearly,In-person,Child,Good,Good,Living with Family,Low,Very High,0,0,0,0,0,0,1,1,1,0,0
64,75141.06,706.0,1,37,-1212.57,1529.12,2208.33,19047.15,12462.08,4,5,8,2,Female,Single,Master,Financial planner,South,Collision,Retired,Yearly,SMS,Child,Good,Good,Living with Family,Medium,High,0,0,0,0,0,1,0,1,1,0,0
66,65347.32,764.0,0,19,19913.59,1740.46,1245.84,18990.78,-2471.23,4,16,4,3,Female,Widowed,Bachelor,Public relations officer,West,Collision,Self-Employed,Monthly,Phone,Self,Poor,Good,Renter,High,Medium,1,0,0,0,0,0,0,1,1,1,0
52,54253.24,776.0,2,4,26375.13,688.63,4075.66,25456.82,15767.12,4,6,1,1,Male,Divorced,PhD,Hydrogeologist,South,Personal Injury,Unemployed,Monthly,Phone,Spouse,Very Good,Very Bad,Renter,High,Low,1,1,0,0,0,0,0,1,1,1,0
61,58504.12,664.0,1,34,31657.32,919.69,693.99,-10058.87,8762.33,4,0,3,2,Male,Married,None,Air broker,West,Third Party,Self-Employed,Quarterly,Email,Self,Good,Bad,Renter,Medium,Medium,1,1,0,0,0,1,0,1,1,0,0
51,63287.32,662.0,2,4,20779.7,1573.85,2226.67,12563.99,9351.36,3,17,7,0,Female,Married,None,Water engineer,West,Third Party,Student,Monthly,Phone,Self,Poor,Good,Mortgage,Low,Low,1,1,1,0,1,0,0,1,1,1,1
50,47100.9,676.0,3,34,12504.3,1380.09,1358.77,-1474.45,8645.47,2,1,7,0,Female,Married,High School,"Surveyor, quantity",North,Comprehensive,Retired,Monthly,In-person,Other,Very Good,Good,Living with Family,Low,Medium,1,0,0,0,0,0,0,1,1,1,0
72,72960.19,725.0,0,2,22240.05,1331.01,2822.26,28641.08,10411.43,3,19,14,3,Male,Single,PhD,"Scientist, research (medical)",North,Third Party,Self-Employed,Quarterly,In-person,Other,,Average,Owner,Medium,Very High,1,1,0,1,1,1,1,1,1,0,0
38,58457.23,673.0,3,31,19212.72,1408.96,1734.51,906.97,5725.14,4,19,1,1,Female,Single,Bachelor,"Psychologist, forensic",North,Comprehensive,Student,Yearly,SMS,Self,Excellent,Average,Owner,High,High,1,1,1,0,0,0,0,1,1,1,0
34,61273.94,666.0,2,35,27850.81,1228.84,3405.29,7095.29,4158.68,2,8,10,4,Male,Divorced,None,Theme park manager,Central,Comprehensive,Retired,Monthly,In-person,Self,Good,Bad,Mortgage,High,High,1,0,0,0,1,0,0,1,1,1,0
39,80358.04,733.0,4,29,19546.19,1344.36,2685.97,8344.17,13020.47,2,17,2,2,Male,Single,High School,Media planner,Central,Comprehensive,Self-Employed,Monthly,SMS,Child,Fair,Excellent,Living with Family,High,High,0,0,1,0,0,0,0,1,0,0,0
65,61946.22,682.0,3,38,28894.55,1102.37,3709.13,2879.73,3894.12,4,9,10,1,Male,Married,None,"Teacher, secondary school",East,Third Party,Student,Yearly,SMS,Child,Fair,Very Bad,Renter,Medium,Medium,0,0,0,0,0,1,1,1,1,1,0
54,83290.03,672.0,2,28,17385.79,1131.6,2581.26,11956.18,4645.82,1,4,0,2,Female,Single,Master,Artist,North,Third Party,Salaried,Yearly,In-person,Parent,Very Good,Good,Owner,Low,High,0,0,0,1,1,1,1,1,0,1,0
32,52127.78,636.0,0,25,32902.26,1171.43,3427.42,-5969.86,93.21,1,13,4,4,Female,Single,Bachelor,Legal secretary,Central,Comprehensive,Retired,Quarterly,Phone,Parent,Excellent,Excellent,Owner,High,Very High,0,1,0,1,1,0,1,1,0,1,0
52,43543.95,731.0,1,24,21775.44,1077.79,1631.51,30264.08,14686.74,3,16,9,2,Male,Widowed,Master,Air cabin crew,South,Collision,Student,Yearly,SMS,Other,Fair,Excellent,Living with Family,High,Very High,1,0,0,1,0,0,0,1,0,1,0
45,55650.1,692.0,1,11,14021.13,1340.65,3288.06,19221.21,21879.74,1,4,4,2,Female,Divorced,High School,"Civil engineer, contracting",East,Comprehensive,Unemployed,Quarterly,In-person,Spouse,Good,Average,Mortgage,Medium,Low,0,1,0,0,0,1,0,1,0,1,0
24,17779.28,679.0,0,17,16668.65,1289.29,2391.98,7381.84,3309.64,2,4,3,0,Male,Widowed,PhD,,East,Collision,Student,Monthly,In-person,Spouse,Fair,Very Bad,Mortgage,High,High,0,0,0,0,0,1,0,1,1,1,0
49,73586.43,586.0,3,25,27270.43,640.15,2690.3,20729.7,6346.94,3,15,8,4,Male,Divorced,PhD,Television/film/video producer,West,Comprehensive,Self-Employed,Yearly,Phone,Parent,Fair,Excellent,Renter,Low,Medium,0,0,0,0,0,0,1,1,0,1,0
28,44416.52,727.0,4,14,7292.75,1139.02,3242.01,18243.23,9937.88,3,19,2,2,Male,Married,High School,Corporate treasurer,South,Personal Injury,Salaried,Yearly,SMS,Child,Good,Very Bad,Owner,Medium,Low,1,1,0,0,0,0,0,1,0,1,0
27,50734.57,,2,4,18704.56,1206.21,2809.25,5579.45,14109.28,1,4,7,3,Male,Widowed,PhD,Insurance risk surveyor,West,Collision,Retired,Quarterly,Email,Parent,Good,Very Bad,Mortgage,Medium,High,1,1,0,0,0,0,0,1,0,0,0
26,70744.18,702.0,2,32,30692.06,1659.04,1867.52,22066.28,9636.01,4,12,9,0,Male,Divorced,Bachelor,"Designer, blown glass/stained glass",Central,Third Party,Unemployed,Monthly,In-person,Self,Good,Good,Renter,Medium,Medium,1,0,0,0,0,0,0,1,0,1,0
31,61786.82,641.0,0,8,25168.85,1113.98,2108.42,12873.23,18227.7,3,1,3,3,Male,Widowed,None,Clinical molecular geneticist,South,Comprehensive,Self-Employed,Yearly,Email,Self,Good,Average,Living with Family,Low,Very High,1,1,0,1,1,1,0,1,0,1,0
30,53391.82,626.0,0,31,8491.88,1228.93,1653.87,26335.07,6258.02,4,17,14,1,Male,Widowed,Master,Broadcast journalist,Central,Comprehensive,Self-Employed,Yearly,Phone,Parent,Good,Good,Living with Family,Medium,Medium,0,0,0,1,1,1,0,1,0,1,0
78,29451.86,726.0,1,12,23112.41,1176.97,3072.24,10145.93,10019.86,4,7,9,3,Male,Divorced,None,Hydrogeologist,South,Collision,Student,Monthly,In-person,Spouse,Very Good,Excellent,Living with Family,High,High,0,0,1,1,0,0,0,1,0,1,0
74,79512.12,685.0,4,27,6579.95,1596.65,2223.43,1485.45,10188.15,4,0,6,0,Female,Divorced,Master,Clothing/textile technologist,South,Comprehensive,Unemployed,Monthly,Email,Other,Fair,Excellent,Living with Family,Low,Very High,0,1,1,0,1,1,1,1,0,1,0
79,70846.2,682.0,4,22,21865.42,841.55,2140.97,24763.0,1231.5,4,3,2,4,Female,Divorced,None,"Engineer, petroleum",Central,Collision,Student,Monthly,Email,Spouse,Very Good,Good,Owner,Medium,Very High,1,0,0,0,1,1,0,1,0,1,0
42,90835.82,777.0,0,23,33798.48,964.52,2662.02,12697.5,9369.78,4,19,5,3,Female,Widowed,Bachelor,"Surveyor, building control",East,Collision,Unemployed,Quarterly,Phone,Spouse,Excellent,Bad,Renter,High,Low,1,0,0,0,0,1,0,1,1,1,0
19,51054.3,776.0,3,30,20734.0,944.43,2310.46,14754.25,11551.94,1,18,0,0,Male,Divorced,Bachelor,Television/film/video producer,West,Personal Injury,Salaried,Quarterly,Phone,Child,Poor,Good,Renter,Medium,Medium,1,1,0,1,1,0,1,1,0,1,0
52,38183.25,667.0,1,4,8680.88,1204.2,3435.13,17659.55,2459.37,1,15,6,1,Female,Single,Bachelor,Regulatory affairs officer,East,Comprehensive,Retired,Quarterly,SMS,Other,,Very Bad,Renter,Low,Low,0,1,0,1,0,1,1,1,0,0,0
24,74921.33,614.0,2,1,18090.11,751.86,3128.07,5181.86,6275.66,2,16,2,3,Female,Single,Master,Technical brewer,South,Comprehensive,Salaried,Yearly,Phone,Spouse,Good,Excellent,Mortgage,Medium,Very High,0,0,0,0,0,0,1,1,0,0,0
38,57179.1,750.0,1,29,21944.67,1639.55,3078.32,12076.2,19093.93,4,17,3,2,Male,Widowed,Bachelor,Museum education officer,West,Personal Injury,Student,Monthly,SMS,Other,Very Good,Excellent,Living with Family,Low,Medium,1,1,0,0,0,1,0,1,1,1,0
35,69422.55,612.0,3,4,30921.05,1324.66,2167.8,9651.96,6254.86,3,17,3,3,Female,Divorced,High School,Museum/gallery curator,East,Personal Injury,Unemployed,Monthly,Phone,Spouse,Good,Good,Renter,Medium,Very High,1,0,0,1,0,0,1,1,1,1,0
20,84298.73,703.0,0,9,30831.28,1375.62,3067.85,11051.44,10628.25,1,3,5,4,Male,Widowed,None,Chiropractor,Central,Third Party,Self-Employed,Monthly,In-person,Self,Excellent,Bad,Renter,Low,High,1,1,0,1,0,1,0,1,0,0,0
59,65822.3,666.0,2,35,9107.63,1830.69,2902.72,27496.9,8478.87,4,2,8,0,Male,Single,High School,Tourism officer,South,Third Party,Retired,Yearly,Phone,Other,Fair,Good,Renter,Low,Medium,1,1,0,1,1,1,1,1,0,1,0
71,62509.48,683.0,1,35,16759.12,1096.8,1527.02,7242.22,6898.8,4,4,4,3,Male,Married,High School,Pathologist,East,Third Party,Salaried,Yearly,Phone,Other,Good,Excellent,Living with Family,Medium,High,0,0,0,0,1,1,0,1,0,0,0
78,63450.04,741.0,2,6,23936.69,1456.79,2303.08,6744.87,4009.73,4,8,8,2,Female,Divorced,Bachelor,Theme park manager,East,Collision,Retired,Monthly,Phone,Child,Very Good,Average,Living with Family,Medium,Very High,0,1,0,0,0,1,0,1,0,0,0
56,35441.28,640.0,2,28,13952.31,1374.69,2362.96,28989.05,11816.13,4,13,14,4,Female,Married,High School,Chartered legal executive (England and Wales),West,Third Party,Retired,Quarterly,SMS,Spouse,Good,Good,Living with Family,Medium,High,0,1,0,0,0,0,0,1,1,1,0
58,76620.57,649.0,3,31,24983.83,1661.82,3696.39,5147.7,5337.88,4,0,5,2,Male,Widowed,High School,Contractor,Central,Collision,Self-Employed,Yearly,In-person,Self,Fair,Bad,Owner,Low,Medium,1,1,0,1,1,1,1,1,0,1,1
66,77581.29,717.0,0,26,6519.69,1407.37,2164.16,15639.18,7942.04,2,0,0,1,Female,Single,None,Sport and exercise psychologist,Central,Personal Injury,Student,Quarterly,Email,Self,Very Good,Very Bad,Owner,Medium,Very High,1,0,1,0,0,0,0,1,1,0,0
28,67958.55,769.0,3,0,22614.04,1047.25,2885.93,21846.2,16154.06,1,10,5,2,Female,Married,Master,Gaffer,North,Third Party,Retired,Yearly,In-person,Self,Good,Very Bad,Mortgage,Low,Low,1,1,0,1,1,0,0,0,0,1,0
56,37268.93,803.0,2,19,30273.21,1327.2,3540.77,21781.71,5571.19,3,19,6,0,Male,Divorced,None,Minerals surveyor,Central,Collision,Self-Employed,Monthly,Phone,Spouse,Good,Excellent,Owner,Low,High,1,1,0,1,0,0,1,0,1,1,0
41,58182.77,607.0,3,33,20539.5,1005.96,1761.96,948.92,15731.36,1,14,3,4,Female,Divorced,None,Environmental manager,Central,Collision,Self-Employed,Quarterly,In-person,Self,Very Good,Excellent,Owner,High,High,1,1,1,1,0,0,1,1,0,0,0
77,81577.89,659.0,1,35,21757.4,1059.87,2723.53,7846.03,7716.96,2,1,13,1,Male,Divorced,Master,Colour technologist,West,Third Party,Student,Quarterly,Phone,Self,Fair,Excellent,Mortgage,Low,Medium,0,1,1,1,0,0,1,1,0,0,0
63,51513.7,628.0,1,25,28443.09,1195.92,4125.97,-2444.83,8958.11,1,18,10,0,Male,Married,Master,Transport planner,East,Third Party,Student,Yearly,Phone,Child,Excellent,Very Bad,Living with Family,Low,High,1,0,0,0,0,1,1,1,1,1,0
36,77763.8,722.0,0,22,15558.96,1144.27,1244.98,23330.06,12310.08,4,2,9,0,Male,Single,High School,Biomedical scientist,West,Collision,Unemployed,Monthly,Email,Self,Very Good,Very Bad,Living with Family,Medium,High,1,0,0,0,0,0,0,1,1,1,0
21,60826.45,683.0,1,32,26220.35,931.83,2014.54,25488.28,2946.55,4,19,0,0,Female,Widowed,None,"Conservation officer, nature",South,Third Party,Retired,Quarterly,In-person,Other,Good,Average,Mortgage,Low,High,1,0,0,0,0,0,1,1,1,1,0
43,70687.56,723.0,0,0,19694.39,519.17,2718.34,25069.12,13611.57,3,7,14,1,Female,Widowed,PhD,"Geologist, engineering",North,Collision,Salaried,Yearly,Email,Other,Good,Bad,Living with Family,Low,Medium,0,0,0,1,1,1,0,1,1,0,0
55,53817.88,660.0,0,2,10919.09,1288.93,2791.47,14752.23,5017.05,4,13,1,4,Male,Divorced,Bachelor,Housing manager/officer,South,Personal Injury,Salaried,Quarterly,Phone,Self,Fair,Average,Mortgage,Medium,Very High,1,0,0,1,0,0,0,1,1,0,0
59,61265.71,714.0,2,34,29023.12,1310.29,2625.93,12685.07,10901.43,4,7,13,1,Male,Divorced,None,Medical laboratory scientific officer,Central,Third Party,Retired,Yearly,In-person,Spouse,Poor,Average,Renter,Low,Low,1,1,1,0,0,1,0,1,1,1,0
49,66550.73,671.0,1,34,34009.25,1309.11,2936.57,9377.06,4140.12,3,16,6,3,Male,Single,High School,Landscape architect,East,Comprehensive,Student,Yearly,In-person,Spouse,Good,Bad,Living with Family,Medium,Very High,0,0,1,0,0,0,0,1,0,1,1
56,43751.49,687.0,1,12,31585.22,1771.79,3508.77,-225.46,11831.99,4,9,13,0,Female,Married,High School,"Engineer, communications",West,Comprehensive,Salaried,Quarterly,Email,Parent,Excellent,Bad,Mortgage,Low,High,1,0,0,0,0,0,0,1,1,1,1
62,64108.7,651.0,1,32,29022.56,739.15,2543.4,20200.48,3025.84,2,5,14,0,Male,Widowed,Bachelor,Housing manager/officer,East,Comprehensive,Salaried,Monthly,SMS,Other,Good,Average,Mortgage,Medium,High,1,1,0,0,1,1,0,1,0,1,0
63,19672.12,748.0,2,12,25106.47,1665.95,2440.61,5297.24,7182.29,1,7,6,0,Male,Single,Bachelor,Marine scientist,South,Comprehensive,Student,Yearly,SMS,Child,Good,Average,Living with Family,High,Low,0,0,0,0,0,0,0,1,1,1,0
53,50977.47,616.0,0,21,23629.47,1947.6,2975.71,-5461.49,7250.52,3,12,6,0,Male,Widowed,Master,"Investment banker, operational",East,Third Party,Student,Yearly,In-person,Child,Very Good,Bad,Owner,Medium,Medium,1,0,0,0,0,1,1,1,0,0,0
57,68158.25,674.0,3,4,19061.8,1729.13,4091.96,28148.11,12552.91,1,7,11,3,Female,Widowed,None,Newspaper journalist,East,Personal Injury,Student,Quarterly,SMS,Child,Poor,Excellent,Mortgage,Medium,Very High,1,0,0,0,0,0,1,1,1,1,0
54,76803.94,769.0,2,16,13373.78,1095.2,2979.98,8826.46,17211.31,4,6,1,4,Male,Single,Bachelor,"Designer, furniture",East,Comprehensive,Retired,Yearly,Phone,Other,Excellent,Good,Renter,Low,Low,1,1,0,0,0,0,1,1,0,1,0
50,67091.28,743.0,0,9,-658.95,1335.91,3331.06,17437.71,7683.54,3,19,12,4,Female,Single,High School,"Geneticist, molecular",Central,Collision,Unemployed,Quarterly,Phone,Child,Good,Average,Living with Family,Low,Low,1,1,0,0,0,1,0,1,1,1,0
53,39145.25,637.0,0,26,4326.42,968.63,1241.45,13554.45,8247.99,2,13,9,0,Female,Widowed,PhD,"Research officer, government",North,Personal Injury,Salaried,Monthly,In-person,Spouse,Very Good,Good,Living with Family,Medium,Low,1,0,0,0,0,1,0,1,0,1,0
20,75492.87,640.0,1,14,20145.78,997.2,2356.33,26324.79,6385.25,1,17,3,3,Other,Single,Bachelor,Nature conservation officer,South,Personal Injury,Retired,Yearly,Phone,Other,Very Good,Good,Renter,Medium,High,0,0,0,0,0,0,1,1,1,0,0
26,42912.75,705.0,1,8,7236.07,1716.99,1529.08,283.72,17806.53,1,14,9,1,Female,Divorced,High School,"Accountant, chartered",North,Third Party,Salaried,Monthly,In-person,Child,Good,Bad,Mortgage,High,High,1,1,0,0,0,1,0,1,1,0,1
25,69212.98,712.0,2,6,24140.92,1409.72,2512.18,22629.59,8595.34,2,4,12,0,Male,Single,None,Civil Service fast streamer,West,Third Party,Retired,Quarterly,SMS,Self,Very Good,Very Bad,Mortgage,High,Medium,1,0,0,0,1,1,0,1,0,0,0
50,43412.49,739.0,1,9,37473.89,1427.99,3641.56,14531.38,12327.51,4,18,5,0,Female,Widowed,Bachelor,"Surveyor, hydrographic",North,Personal Injury,Salaried,Monthly,SMS,Parent,Good,Average,Living with Family,Low,High,1,1,0,1,0,1,0,1,1,1,0
76,48401.91,609.0,0,12,-12253.06,863.1,1466.58,19544.84,11881.38,4,0,8,3,Female,Widowed,High School,Microbiologist,Central,Collision,Unemployed,Yearly,SMS,Self,Fair,Average,Living with Family,Low,Medium,0,0,0,1,0,1,0,1,1,1,0
23,45654.76,745.0,2,15,10275.05,758.01,3889.7,10954.63,5943.03,2,14,4,2,Male,Divorced,PhD,,Central,Personal Injury,Self-Employed,Monthly,In-person,Other,Very Good,Average,Mortgage,Low,High,0,1,0,0,0,1,0,1,0,1,0
58,62084.38,634.0,5,33,41858.79,1516.42,2496.3,11274.2,12723.72,4,9,8,3,Female,Divorced,Bachelor,"Surveyor, insurance",North,Collision,Retired,Quarterly,In-person,Spouse,Fair,Good,Living with Family,Medium,Medium,1,0,0,1,0,0,0,1,1,0,0
56,57066.98,746.0,3,7,28342.25,1326.5,3214.21,24190.0,16194.36,4,14,12,4,Female,Divorced,PhD,Gaffer,South,Comprehensive,Student,Monthly,Phone,Self,Good,Very Bad,Mortgage,Medium,Low,1,1,0,0,0,0,0,1,0,0,0
21,67633.64,599.0,1,30,18883.34,1110.48,3323.04,7507.2,7766.02,2,12,3,4,Female,Widowed,Master,"Therapist, art",East,Comprehensive,Self-Employed,Quarterly,Phone,Child,Good,Very Bad,Living with Family,High,Very High,1,1,0,1,0,0,0,1,0,1,0
30,59720.48,624.0,2,27,14681.1,1720.92,4096.42,9731.26,14792.9,3,14,7,0,Female,Single,None,Quality manager,West,Personal Injury,Unemployed,Quarterly,Phone,Self,Good,Very Bad,Renter,High,High,1,1,0,0,0,0,0,1,0,0,0
66,37231.9,766.0,2,6,25858.14,1377.99,2964.89,12577.51,11417.44,3,13,12,3,Male,Widowed,Bachelor,Horticultural therapist,Central,Personal Injury,Retired,Yearly,In-person,Self,Fair,Excellent,Owner,Medium,Very High,1,0,0,0,0,0,1,1,0,1,0
77,64137.19,768.0,4,33,29792.05,944.98,1802.51,512.2,4055.69,4,9,13,1,Male,Widowed,High School,Armed forces technical officer,Central,Collision,Self-Employed,Quarterly,Email,Spouse,Fair,Excellent,Owner,Low,Low,1,1,0,0,0,0,0,1,0,0,0
19,33567.52,685.0,2,32,7306.13,618.58,3309.97,12313.55,17740.85,1,0,3,3,Female,Widowed,PhD,"Radiographer, therapeutic",Central,Personal Injury,Self-Employed,Quarterly,Phone,Spouse,,Excellent,Mortgage,High,Medium,1,0,0,1,0,0,1,1,0,0,1
77,46742.19,663.0,3,3,34917.95,1379.47,363.56,12928.11,13772.94,3,12,11,1,Male,Widowed,High School,"Programmer, systems",Central,Personal Injury,Salaried,Monthly,Email,Child,Good,Very Bad,Owner,Medium,Low,0,0,0,0,1,0,0,1,1,1,0
22,54541.3,679.0,0,37,23984.63,1059.18,1774.13,21865.77,3612.16,2,16,4,4,Male,Single,None,Nature conservation officer,North,Third Party,Retired,Quarterly,SMS,Other,Poor,Very Bad,Owner,Low,Low,1,0,0,0,1,1,0,1,0,1,0
61,53501.95,700.0,2,25,29381.43,1158.35,2035.54,9731.11,5309.36,4,15,9,3,Male,Widowed,Bachelor,Counselling psychologist,East,Personal Injury,Student,Monthly,SMS,Self,Fair,Very Bad,Renter,Medium,Medium,1,1,0,0,0,0,1,1,0,0,0
44,35288.81,705.0,1,1,30239.98,1133.48,817.02,-3848.48,16446.26,1,16,6,2,Female,Widowed,PhD,,West,Personal Injury,Self-Employed,Monthly,In-person,Other,Good,Excellent,Mortgage,Low,Low,1,1,0,0,0,1,0,1,0,1,0
49,80567.39,665.0,3,31,23122.71,1629.26,3847.23,15313.04,5078.09,3,10,5,1,Female,Single,PhD,Financial planner,East,Comprehensive,Student,Monthly,In-person,Spouse,Good,Bad,Renter,High,High,1,0,0,0,0,0,0,1,1,1,0
38,84720.04,583.0,1,38,24454.31,1452.84,3563.27,10235.67,3295.1,1,15,3,3,Female,Single,None,Museum education officer,Central,Personal Injury,Salaried,Monthly,Phone,Other,Very Good,Good,Living with Family,High,Low,1,0,0,0,0,0,0,1,1,0,0
25,93761.63,652.0,2,1,25177.49,1171.12,2860.81,3133.61,2150.34,3,11,6,3,Male,Married,PhD,Passenger transport manager,South,Personal Injury,Student,Monthly,SMS,Parent,Good,Very Bad,Mortgage,Medium,High,1,1,0,1,0,1,0,1,1,1,0
55,77214.77,602.0,2,25,16428.99,1163.04,3283.77,18230.1,6655.81,1,13,6,3,Female,Widowed,PhD,Insurance risk surveyor,Central,Comprehensive,Salaried,Quarterly,Email,Child,Fair,Excellent,Living with Family,Low,High,1,0,0,1,0,1,1,1,1,1,0
25,54068.3,718.0,2,26,26484.64,1286.42,2793.04,18619.59,13527.93,1,15,13,1,Female,Widowed,Master,Scientific laboratory technician,North,Personal Injury,Salaried,Quarterly,Email,Self,Good,Average,Owner,High,Very High,0,0,0,1,1,0,0,1,1,0,0
67,53809.81,698.0,0,14,17404.41,1595.42,3191.14,21103.0,11264.71,2,15,2,4,Other,Widowed,Bachelor,Therapeutic radiographer,East,Comprehensive,Self-Employed,Yearly,Phone,Spouse,Very Good,Very Bad,Living with Family,Low,Medium,0,1,0,0,0,0,0,1,1,0,0
20,52981.59,674.0,1,20,20006.58,1224.89,3509.93,18771.74,3668.93,2,10,9,0,Male,Single,High School,Lobbyist,North,Comprehensive,Retired,Monthly,Email,Self,Fair,Very Bad,Mortgage,Low,High,1,1,0,0,0,0,1,1,1,1,0
71,89784.57,667.0,4,26,35639.11,1027.62,1343.06,22352.37,8565.11,3,1,13,1,Female,Widowed,Bachelor,,North,Personal Injury,Unemployed,Yearly,SMS,Self,Fair,Very Bad,Mortgage,Low,Medium,1,0,0,0,0,0,0,1,0,0,1
61,58266.88,778.0,1,33,19639.62,838.54,3232.3,18351.87,13128.08,1,2,1,3,Male,Single,Bachelor,Health physicist,South,Third Party,Student,Quarterly,SMS,Spouse,Fair,Good,Owner,Medium,Medium,1,0,0,0,0,1,0,1,1,0,0
78,79038.49,737.0,2,10,24135.08,1174.31,3403.36,35226.99,5702.54,4,4,12,3,Male,Divorced,None,"Designer, industrial/product",East,Collision,Retired,Monthly,Email,Child,Good,Good,Mortgage,High,Low,1,0,0,0,1,0,1,1,0,1,0
75,77871.52,,2,22,18252.25,840.51,2027.57,29728.92,9113.36,4,15,9,4,Female,Single,Master,Electronics engineer,North,Third Party,Student,Quarterly,Phone,Self,Poor,Average,Living with Family,Medium,Very High,1,1,0,0,0,1,0,0,1,0,0
20,62843.22,653.0,1,21,16341.73,1302.43,2315.12,17372.75,18633.23,3,16,7,4,Male,Single,None,Amenity horticulturist,West,Personal Injury,Student,Quarterly,Email,Parent,Very Good,Bad,Owner,Low,Very High,1,0,0,1,0,0,1,1,0,1,0
39,38225.39,744.0,1,22,39287.12,1335.9,1879.77,-2261.68,10333.38,2,15,7,3,Female,Married,Master,Health service manager,Central,Comprehensive,Self-Employed,Yearly,Phone,Child,Good,Excellent,Mortgage,Medium,Medium,1,0,1,0,0,0,1,1,1,1,0
23,58591.22,685.0,3,0,5355.82,1557.23,2748.91,33701.95,18057.69,4,9,10,4,Male,Single,Master,Secretary/administrator,Central,Comprehensive,Salaried,Yearly,Email,Spouse,Fair,Bad,Living with Family,Low,Low,0,0,0,0,0,0,0,1,0,1,0
19,62204.49,647.0,2,11,20521.04,1137.17,2812.66,12329.56,6078.72,4,11,12,4,Female,Widowed,PhD,Legal executive,North,Comprehensive,Retired,Yearly,SMS,Self,Very Good,Excellent,Living with Family,High,Low,1,0,0,0,0,0,1,1,1,1,0
40,79168.82,650.0,1,24,7981.81,1509.7,2656.65,21264.48,7878.18,3,2,2,2,Female,Widowed,Master,Medical secretary,West,Personal Injury,Self-Employed,Monthly,Email,Spouse,Excellent,Very Bad,Owner,Low,High,1,1,0,0,0,1,0,1,0,0,0
61,60291.87,713.0,2,5,32543.93,1683.47,1886.86,19724.11,16288.39,3,18,13,2,Female,Divorced,High School,Technical sales engineer,South,Collision,Self-Employed,Yearly,SMS,Other,Poor,Average,Living with Family,Medium,Medium,0,1,0,0,1,0,0,1,0,1,0
19,41870.92,727.0,0,33,19384.2,1222.12,3597.43,13832.11,10302.48,1,1,6,1,Female,Married,High School,Toxicologist,North,Collision,Retired,Quarterly,In-person,Child,Good,Bad,Mortgage,Low,Very High,1,0,0,1,0,0,1,1,0,1,0
55,74818.65,711.0,3,27,15311.87,1870.56,2034.54,10196.99,3864.61,3,1,8,2,Female,Single,PhD,Environmental health practitioner,South,Comprehensive,Student,Monthly,Phone,Child,Good,Average,Mortgage,Low,Medium,0,0,0,0,0,0,1,1,1,1,0
